Date,Domain,KPI_Name,KPI_Value,Dimension
2025-02-01,Workforce,Avg_Engagement_Score,67.82,All Departments
2025-03-01,Workforce,Avg_Engagement_Score,67.854,All Departments
2025-04-01,Workforce,Avg_Engagement_Score,67.919,All Departments
2025-05-01,Workforce,Avg_Engagement_Score,67.703,All Departments
2025-06-01,Workforce,Avg_Engagement_Score,68.22,All Departments
2025-07-01,Workforce,Avg_Engagement_Score,68.487,All Departments
2025-08-01,Workforce,Avg_Engagement_Score,67.626,All Departments
2025-09-01,Workforce,Avg_Engagement_Score,67.764,All Departments
2025-10-01,Workforce,Avg_Engagement_Score,68.206,All Departments
2025-11-01,Workforce,Avg_Engagement_Score,68.357,All Departments
2025-12-01,Workforce,Avg_Engagement_Score,67.774,All Departments
2026-01-01,Workforce,Avg_Engagement_Score,68.979,All Departments
2026-02-01,Workforce,Avg_Engagement_Score,67.714,All Departments
2026-03-01,Workforce,Avg_Engagement_Score,67.912,All Departments
2026-04-01,Workforce,Avg_Engagement_Score,66.867,All Departments
2026-05-01,Workforce,Avg_Engagement_Score,67.778,All Departments
2026-06-01,Workforce,Avg_Engagement_Score,68.923,All Departments
2026-07-01,Workforce,Avg_Engagement_Score,67.6,All Departments
2026-08-01,Workforce,Avg_Engagement_Score,66.972,All Departments
2026-09-01,Workforce,Avg_Engagement_Score,66.238,All Departments
2026-10-01,Workforce,Avg_Engagement_Score,67.658,All Departments
2026-11-01,Workforce,Avg_Engagement_Score,68.197,All Departments
2026-12-01,Workforce,Avg_Engagement_Score,68.167,All Departments
2027-01-01,Workforce,Avg_Engagement_Score,68.306,All Departments
2027-02-01,Workforce,Avg_Engagement_Score,67.42,All Departments
2027-03-01,Workforce,Avg_Engagement_Score,67.131,All Departments
2027-04-01,Workforce,Avg_Engagement_Score,67.449,All Departments
2027-05-01,Workforce,Avg_Engagement_Score,67.762,All Departments
2027-06-01,Workforce,Avg_Engagement_Score,68.771,All Departments
2027-07-01,Workforce,Avg_Engagement_Score,68.919,All Departments
2027-08-01,Workforce,Avg_Engagement_Score,68.437,All Departments
2027-09-01,Workforce,Avg_Engagement_Score,67.937,All Departments
2025-01-01,Workforce,Avg_Overtime_Hours,6.703,All Departments
2025-02-01,Workforce,Avg_Overtime_Hours,7.099,All Departments
2025-03-01,Workforce,Avg_Overtime_Hours,6.43,All Departments
2025-04-01,Workforce,Avg_Overtime_Hours,6.37,All Departments
2025-05-01,Workforce,Avg_Overtime_Hours,6.459,All Departments
2025-06-01,Workforce,Avg_Overtime_Hours,6.115,All Departments
2025-07-01,Workforce,Avg_Overtime_Hours,6.441,All Departments
2025-08-01,Workforce,Avg_Overtime_Hours,5.688,All Departments
2025-09-01,Workforce,Avg_Overtime_Hours,7.233,All Departments
2025-10-01,Workforce,Avg_Overtime_Hours,14.857,All Departments
2025-11-01,Workforce,Avg_Overtime_Hours,13.476,All Departments
2025-12-01,Workforce,Avg_Overtime_Hours,14.292,All Departments
2026-01-01,Workforce,Avg_Overtime_Hours,6.19,All Departments
2026-02-01,Workforce,Avg_Overtime_Hours,6.124,All Departments
2026-03-01,Workforce,Avg_Overtime_Hours,6.372,All Departments
2026-04-01,Workforce,Avg_Overtime_Hours,6.996,All Departments
2026-05-01,Workforce,Avg_Overtime_Hours,6.19,All Departments
2026-06-01,Workforce,Avg_Overtime_Hours,6.542,All Departments
2026-07-01,Workforce,Avg_Overtime_Hours,6.527,All Departments
2026-08-01,Workforce,Avg_Overtime_Hours,6.137,All Departments
2026-09-01,Workforce,Avg_Overtime_Hours,6.577,All Departments
2026-10-01,Workforce,Avg_Overtime_Hours,13.765,All Departments
2026-11-01,Workforce,Avg_Overtime_Hours,14.218,All Departments
2026-12-01,Workforce,Avg_Overtime_Hours,13.541,All Departments
2027-01-01,Workforce,Avg_Overtime_Hours,5.586,All Departments
2027-02-01,Workforce,Avg_Overtime_Hours,6.812,All Departments
2027-03-01,Workforce,Avg_Overtime_Hours,6.739,All Departments
2027-04-01,Workforce,Avg_Overtime_Hours,4.782,All Departments
2027-05-01,Workforce,Avg_Overtime_Hours,6.13,All Departments
2027-06-01,Workforce,Avg_Overtime_Hours,5.921,All Departments
2027-07-01,Workforce,Avg_Overtime_Hours,5.297,All Departments
2027-08-01,Workforce,Avg_Overtime_Hours,6.026,All Departments
2027-09-01,Workforce,Avg_Overtime_Hours,6.709,All Departments
2025-01-01,Workforce,Avg_Productivity_Score,74.457,All Departments
2025-02-01,Workforce,Avg_Productivity_Score,73.534,All Departments
2025-03-01,Workforce,Avg_Productivity_Score,74.561,All Departments
2025-04-01,Workforce,Avg_Productivity_Score,74.623,All Departments
2025-05-01,Workforce,Avg_Productivity_Score,73.899,All Departments
2025-06-01,Workforce,Avg_Productivity_Score,74.932,All Departments
2025-07-01,Workforce,Avg_Productivity_Score,69.933,All Departments
2025-08-01,Workforce,Avg_Productivity_Score,71.017,All Departments
2025-09-01,Workforce,Avg_Productivity_Score,74.2,All Departments
2025-10-01,Workforce,Avg_Productivity_Score,74.354,All Departments
2025-11-01,Workforce,Avg_Productivity_Score,73.843,All Departments
2025-12-01,Workforce,Avg_Productivity_Score,74.851,All Departments
2026-01-01,Workforce,Avg_Productivity_Score,74.867,All Departments
2026-02-01,Workforce,Avg_Productivity_Score,74.444,All Departments
2026-03-01,Workforce,Avg_Productivity_Score,75.345,All Departments
2026-04-01,Workforce,Avg_Productivity_Score,73.971,All Departments
2026-05-01,Workforce,Avg_Productivity_Score,73.882,All Departments
2026-06-01,Workforce,Avg_Productivity_Score,73.882,All Departments
2026-07-01,Workforce,Avg_Productivity_Score,70.534,All Departments
2026-08-01,Workforce,Avg_Productivity_Score,69.068,All Departments
2026-09-01,Workforce,Avg_Productivity_Score,74.287,All Departments
2026-10-01,Workforce,Avg_Productivity_Score,74.282,All Departments
2026-11-01,Workforce,Avg_Productivity_Score,73.735,All Departments
2026-12-01,Workforce,Avg_Productivity_Score,74.076,All Departments
2027-01-01,Workforce,Avg_Productivity_Score,73.858,All Departments
2027-02-01,Workforce,Avg_Productivity_Score,72.876,All Departments
2027-03-01,Workforce,Avg_Productivity_Score,73.715,All Departments
2027-04-01,Workforce,Avg_Productivity_Score,74.941,All Departments
2027-05-01,Workforce,Avg_Productivity_Score,74.401,All Departments
2027-06-01,Workforce,Avg_Productivity_Score,74.225,All Departments
2027-07-01,Workforce,Avg_Productivity_Score,71.773,All Departments
2027-08-01,Workforce,Avg_Productivity_Score,69.765,All Departments
2027-09-01,Workforce,Avg_Productivity_Score,74.453,All Departments
2025-01-01,Workforce,Avg_Severity_Score,58.689,All Departments
2025-02-01,Workforce,Avg_Severity_Score,46.409,All Departments
2025-03-01,Workforce,Avg_Severity_Score,44.044,All Departments
2025-04-01,Workforce,Avg_Severity_Score,44.986,All Departments
2025-05-01,Workforce,Avg_Severity_Score,46.143,All Departments
2025-06-01,Workforce,Avg_Severity_Score,45.441,All Departments
2025-07-01,Workforce,Avg_Severity_Score,45.639,All Departments
2025-08-01,Workforce,Avg_Severity_Score,46.358,All Departments
2025-09-01,Workforce,Avg_Severity_Score,46.502,All Departments
2025-10-01,Workforce,Avg_Severity_Score,61.642,All Departments
2025-11-01,Workforce,Avg_Severity_Score,56.785,All Departments
2025-12-01,Workforce,Avg_Severity_Score,66.818,All Departments
2026-01-01,Workforce,Avg_Severity_Score,54.005,All Departments
2026-02-01,Workforce,Avg_Severity_Score,44.263,All Departments
2026-03-01,Workforce,Avg_Severity_Score,44.843,All Departments
2026-04-01,Workforce,Avg_Severity_Score,50.775,All Departments
2026-05-01,Workforce,Avg_Severity_Score,42.78,All Departments
2026-06-01,Workforce,Avg_Severity_Score,44.346,All Departments
2026-07-01,Workforce,Avg_Severity_Score,50.09,All Departments
2026-08-01,Workforce,Avg_Severity_Score,49.131,All Departments
2026-09-01,Workforce,Avg_Severity_Score,48.874,All Departments
2026-10-01,Workforce,Avg_Severity_Score,62.063,All Departments
2026-11-01,Workforce,Avg_Severity_Score,63.66,All Departments
2026-12-01,Workforce,Avg_Severity_Score,67.743,All Departments
2027-01-01,Workforce,Avg_Severity_Score,53.483,All Departments
2027-02-01,Workforce,Avg_Severity_Score,45.85,All Departments
2027-03-01,Workforce,Avg_Severity_Score,45.707,All Departments
2027-04-01,Workforce,Avg_Severity_Score,43.773,All Departments
2027-05-01,Workforce,Avg_Severity_Score,45.867,All Departments
2027-06-01,Workforce,Avg_Severity_Score,47.715,All Departments
2027-07-01,Workforce,Avg_Severity_Score,40.909,All Departments
2027-08-01,Workforce,Avg_Severity_Score,47.85,All Departments
2027-09-01,Workforce,Avg_Severity_Score,47.015,All Departments
2025-01-01,Workforce,Avg_Training_Hours,4.893,All Departments
2025-02-01,Workforce,Avg_Training_Hours,4.034,All Departments
2025-03-01,Workforce,Avg_Training_Hours,3.571,All Departments
2025-04-01,Workforce,Avg_Training_Hours,3.767,All Departments
2025-05-01,Workforce,Avg_Training_Hours,3.895,All Departments
2025-06-01,Workforce,Avg_Training_Hours,5.063,All Departments
2025-07-01,Workforce,Avg_Training_Hours,3.957,All Departments
2025-08-01,Workforce,Avg_Training_Hours,4.065,All Departments
2025-09-01,Workforce,Avg_Training_Hours,4.117,All Departments
2025-10-01,Workforce,Avg_Training_Hours,3.963,All Departments
2025-11-01,Workforce,Avg_Training_Hours,3.757,All Departments
2025-12-01,Workforce,Avg_Training_Hours,4.127,All Departments
2026-01-01,Workforce,Avg_Training_Hours,5.008,All Departments
2026-02-01,Workforce,Avg_Training_Hours,4.146,All Departments
2026-03-01,Workforce,Avg_Training_Hours,3.734,All Departments
2026-04-01,Workforce,Avg_Training_Hours,4.04,All Departments
2026-05-01,Workforce,Avg_Training_Hours,3.698,All Departments
2026-06-01,Workforce,Avg_Training_Hours,4.992,All Departments
2026-07-01,Workforce,Avg_Training_Hours,3.777,All Departments
2026-08-01,Workforce,Avg_Training_Hours,4.223,All Departments
2026-09-01,Workforce,Avg_Training_Hours,3.752,All Departments
2026-10-01,Workforce,Avg_Training_Hours,4.425,All Departments
2026-11-01,Workforce,Avg_Training_Hours,3.793,All Departments
2026-12-01,Workforce,Avg_Training_Hours,4.234,All Departments
2027-01-01,Workforce,Avg_Training_Hours,4.845,All Departments
2027-02-01,Workforce,Avg_Training_Hours,4.183,All Departments
2027-03-01,Workforce,Avg_Training_Hours,3.899,All Departments
2027-04-01,Workforce,Avg_Training_Hours,3.952,All Departments
2027-05-01,Workforce,Avg_Training_Hours,3.752,All Departments
2027-06-01,Workforce,Avg_Training_Hours,4.962,All Departments
2027-07-01,Workforce,Avg_Training_Hours,4.137,All Departments
2027-08-01,Workforce,Avg_Training_Hours,4.129,All Departments
2027-09-01,Workforce,Avg_Training_Hours,4.17,All Departments
2025-01-01,Workforce,Turnover_Rate,0.007,All Departments
2025-02-01,Workforce,Turnover_Rate,0.013,All Departments
2025-03-01,Workforce,Turnover_Rate,0.007,All Departments
2025-04-01,Workforce,Turnover_Rate,0.021,All Departments
2025-05-01,Workforce,Turnover_Rate,0.007,All Departments
2025-06-01,Workforce,Turnover_Rate,0.014,All Departments
2025-07-01,Workforce,Turnover_Rate,0.014,All Departments
2025-08-01,Workforce,Turnover_Rate,0.007,All Departments
2025-09-01,Workforce,Turnover_Rate,0.007,All Departments
2025-10-01,Workforce,Turnover_Rate,0.0,All Departments
2025-11-01,Workforce,Turnover_Rate,0.015,All Departments
2025-12-01,Workforce,Turnover_Rate,0.015,All Departments
2026-01-01,Workforce,Turnover_Rate,0.015,All Departments
2026-02-01,Workforce,Turnover_Rate,0.015,All Departments
2026-03-01,Workforce,Turnover_Rate,0.016,All Departments
2026-04-01,Workforce,Turnover_Rate,0.0,All Departments
2026-05-01,Workforce,Turnover_Rate,0.008,All Departments
2026-06-01,Workforce,Turnover_Rate,0.032,All Departments
2026-07-01,Workforce,Turnover_Rate,0.0,All Departments
2026-08-01,Workforce,Turnover_Rate,0.033,All Departments
2026-09-01,Workforce,Turnover_Rate,0.034,All Departments
2026-10-01,Workforce,Turnover_Rate,0.018,All Departments
2026-11-01,Workforce,Turnover_Rate,0.0,All Departments
2026-12-01,Workforce,Turnover_Rate,0.009,All Departments
2027-01-01,Workforce,Turnover_Rate,0.009,All Departments
2027-02-01,Workforce,Turnover_Rate,0.0,All Departments
2027-03-01,Workforce,Turnover_Rate,0.037,All Departments
2027-04-01,Workforce,Turnover_Rate,0.0,All Departments
2027-05-01,Workforce,Turnover_Rate,0.01,All Departments
2027-06-01,Workforce,Turnover_Rate,0.019,All Departments
2027-07-01,Workforce,Turnover_Rate,0.01,All Departments
2027-08-01,Workforce,Turnover_Rate,0.01,All Departments
2027-09-01,Workforce,Turnover_Rate,0.03,All Departments
